Text,Score,Suggestion
من این لب تاب رو بعد از آزمون های پشت سرهم و کار کشیدن ازش می خوام برای شما کامل شرح بدم تا آشناییت بیشتری پیدا کنید اولا این لب تاب به ناحق امتیاز کمی داره 3 3 از 5 واقعه ناحقه حداقل باید 4 2 از 5 بگیره که دلیل عمده ش به خاطر اینه که یا دوستان کم لطفی کردن و به قیمت حواسشون نبوده یا حواسشون نبوده امیتازات رو پر کنن منم خودم خونه آخر طراحی و ساخت رو ندیدم و 3 خونه پرشده وگرنه 5 خونشو پر میکردم  مبحث بعدی در مورد خود لب تاب  پردازنده نسل 8 که باعث میشه این لب تاب کارایی یه پردازنده 7هسته ای نسل 6 و 6 هسته ای  که نداریم فقط مثاله  نسل 7 رو بده  سرعت فرکانس معقوله  رم از نوع نسل جدیده که عالیه و مقدار 8 واقعا برای 70درصد افراد کافیه چون میشه باهاش کار نیمه حرفه ای کرد  گرافیک با حافظه خوب و سری خوب از پس 70درصد بازی ها و نرم افزار های گرافیکی امروزی برمیاد  و از همه مهم تر دستگاه سیستم خنک کننده خوبی داره که بعد از 3ساعت فیفا 18 بازی کردن دمای دستگاه به 86 درجه رسید که نشون میده فن و سیستم خنک کننده خوب طراحی شدن که اگه میخواید هرروز بازی کنید این تایم یا هرروز کار سنگین کنید این تایم میشه گفت تا یک سال و نیم لب تاب هیچی ش نمیشه و برای اینکه این یک سال و نیم عمر بیشتر شه میتونید از کول پد های تسکو تو رنج 60 الی 80تومنی استفاده کنید که بعد از 3ساعت کار سنگین و بازی های گرافیکی دمارو   رو 70 الی 74 درجه نگه میداره ک این دما تقریبا خطری رو واس قطعات شما تا چندین سال تهدید نمیکنه  تو کارهای معمولی مثل چندین برنامه رو باهم باز کردن و همزمان نت رفتن دما همیشه زیر 40 درجه حتی بعد از 3ساعت کار هست که واقعا نشون دهنده فن و سیستم تهویه خوب رو این لب تابه  کیفیت صفحه نمایشی خوب ولی محدودیت زاویه داره که اونم بخاطر جنس صفحه نمایشی هستش که TFT هستش که IPS این مشکل رو نداره ولی اگه به قیمت و سخت افزار این لب تاب نگاه کنید می بینید که این حرکت ایسوس ضعف نیس بلکه برای قیمت بهینه این لب تابه و این مشکل بزرگیم نیس میتونید صفحه رو با صورت خودتون در صورت حرکت تنظیم کنید و مشکل دید رو حل کنید  ولی صدای هارد رو میشه تنها نقطه ضعف این لب تاب دونست که اینم بخاطر طراحی و نحوه قرار گرفتن هارد تو این لب تابه که یک هفته اول بعد رو مختونه ولی بعد چند هفته این صدای کم دیگ اذیتتون نمیکنه  حافظه یک ترابایتی هم که یک حافظه استاندارد و معمولی برای این رنج قیمته و تعداد یو اس بی ها هم همینطور  داشتن پکیج کامل از هر ورودی کابل یک مزیت برای این لب تابه ولی  باتری این لب تاب قوی و فوق العاده هوشمنده میزون 5ساعت و چند دقیقه جوابگوی فیلم دیدن و وبگردی و کار با برنامه های متوسط شماست و وقتی باتری شارژ میشه کامل اتوماتیک شارژر لب تاب دیگه باتری رو شارژ نمیکنه اگه لب تاب خاموش باشه و اگه روشن باشه باتری انگاری موجود نیس و لب تاب مستقیما از شارژر برق مورد نیاز رو میگیره که این یک مزیته و راحتی   حافظه کچ سیپیو این لبت تاب 6 مگابایت هستش که واقعا بعد چند وقتی میفهمید مزیته چون در این حافظه کارهای روزمره شما اتوماتیک سیو میشه و بعد مثلا یک ماه کاربری شما رو آسون می کنه  اسپیکر ها که واقعا نعمته من موسیقی کار میکنم و موسیقی آکادمیک تو دانشگاه می خونم و واقعا از این شفافیت صدا لذت میبرم برنامه کیبوبیس و سیبیلیوس و فیفا 18 و ان بی ای 18 و آنتی ویروس بیت دیفندر اورجینال و چندین نرم افزار دیگه رو این لب تاب نصبه و باید بگم هیچ  کندی سرعت و لگ و هنگی ازش ندیدم پس گول سی پی یو کوآر 5 شو نخورید فراتر از کوآر 5 های قدیمیه چون نسل 8 هستش مخصوصا با این رم جدید DDR4 من تو تخفیف شگفت انگیز 24 ساعته دیجی کالا خریدم ک فقط رنگ سفیدش بود مردد بودم بخرم یا نه که چون قیمت مناسب بود و 200 پایین تر از قیمت بیرون و 150پایین تر از خود قیمت اصلی ش تو دیجی کالا خریدم و الان هم از رنگش هم از خودش راضیم  با این قیمت دلار سریع تر بخرید این مدلو چون به زودی به 3400000میرسه  راستی فرق اساسی بین لب تاب های ایسوس و دیگر برند هارو بگم این تجربه من و دوستان تدوین گر و عکاسمه  ایسوس بهترین مادربرد هارو واس لب تاب های زیر 4تومنی نسب به سایر رقبا می ذاره چیزی که اصلا بهش اهمیت داده نمیشه ولی بعد سه سال فرقش اونجایی میشه که لب تاب هنوز مثل فرفره کار می کنه یا نیم سوز میشه یا کم کارایی تر میشه یا بعضا میسوزه که تو ایسوس کم ترین افت کارایی رو بعد سه سال می بینید  البته این چیزی که گفتم واس زیر قیمت 4تومنه    ,96,1
سلام  این لپ تاپ واقعاً زیبا است  سخت افزار بسیار خوب و قدرتمندی دارد  حسگر اثر انگشت دقیق و خوبی دارد  ,100,1
این مدلو بعد از کلی تحقیق خریدم   وقتی به دستم رسید اولین چیزی که منو جذب خودش کرد سبک بودن و باریک بودن دستگاه بود که در نگاه اول انگار لبتاب 13 اینچی خریدم که منو خیلی راضی کرد   در  حاشیه صفحه نمایش به علت فشار پلاستیک قاب دور حاله نور دیده میشه که زیاد مهم نیست   در قسمتی هم نوار دور انگار کاملا به صفحه نچسبیده  صدای لبتاب موقع بازی به شدت شنیده میشه   تاچ پد تون لقی داره انگار 1 میلی متر فاصله داره   اما در کل چه از نظر زیبایی و سخت افزار منو راضی کرد   ,80,1
مناسب برای کارهای روزانه و وزن کم ,80,1
از لحاظ کیفیت  صفحه کیبورد و تاج بدترین لپ تابی که تا حالا دیدم الان 5 روز خریدم فقط روز اول ده دقیقه باهاش کار کردم انداختم گوشه خونه از شانس بد ما امروز هم جزو پیشنهاد شگفت انگیز شده صد تومن زیر قیمت میدن  ,16,3
دو سه روزی هست به دستم رسیده  برای کار های روزمره مثل سرچ کردن و فیلم دیدن و تحقیق کردن خوبه  ضعف نسبتا تو دیدش باتری ضعیفش هست وگرنه مشکل خاصی نداره  از سی پی یو پنتیوم دیگه نباید انتظار بالایی داشته باشین   وقتی هم که سی دی رو توش قرار میدیدن صدای زیادی میده که من خوشم نیومد  در کل خوبه نسبت به قیمتش ,64,1
عاللللیییی ,60,1
اگر واقع بیناننه ببینید با این قیمت خوب است انتظاری بیش از وب گردی  دین فیلم و کار با آفیس ندارید عالیست اما بغیر از این باشد باید هزینه بیشتر کنید  برای کارهای سبک خوبه سنگین خیر ,68,1
سلام باید بگم سی دی که روی محصوله واسه نصب درایور خرابه چون اتورانش اجرا نمیشه حالا خودتون فکر کنید یه cd که یه چیز معمولیه و روی windows 10 pro ارور میده خود لپ تاپ چطوره  این لپ تاپ یا بهتره بگم این سری لپ تاپ های ایسوس درجه کیفیت پایینی دارند به دلیل استفاده از هارد معیوب من امروز بردم گارانتی حامی  که به نظرم گارانتی سازگار بهتره چون لپ تاپ را همون موقع بررسی و تست میکنه گفت باید بذاری لپ تاپ را تا  بررسی کنم بعدش اگه خرابه  قطعه از تهران بیاد تا درستش کنم یعنی باید حدود 2 یا 3 هفته دیگه رنگ لپ تاپ را نبینم منم گفتم نمیخوام  در کل باید حتما یه هارد ssd که قیمتی حدود 300 تومان واسه 128 gb هست را روی لپ تاپ بندازید تا لپ تاپ خوبی بشه  ,48,3
لپ تاپ خوبیه   برای کارای روزمره عالیه ولی برای کارای پیشرفته تر خیلی مناسب نیست   مثلا همزمان نمی توان چند کار  را با هم انجام داد   هنگ نمیکنه ولی خیلی کند میشه  ولی از خریدش راضی هستم اگر پول بیشتر دارید مدل core i7 بهتره ولی اگر بودجه محدود دارید   از خریدنش پشیمون نمیشوید ,92,1
به درد نخور لپ تاپ دنیا ,20,3
دستگاه خوبی هست ولی درایوسی دی نداره ,60,3
من اینو خریدم  لپ تاپ نسبتا خوبیه هر چند قیمتش خیلی بالا پایین کرد  اما قیمتشم نسبتا خوبه وقتی بدستم رسید یه کوله و موس Asus توی بسته بود که خوشحالم کرد  مشکلی که داره نصب نبودن سیستم عامل ویندوزه و اینکه به راحتی نمیشه نصبش کرد  نیاز به نصب به صورت uefi داره  ,72,2
پردازنده و کارت گرافیک قوی داره  حجم رم هم مناسبه  تقریبا همش در اختیار ویندوز هست  دو تا کارت گرافیک داره  در استفاده معمولی از کارت اینتل آنبورد استفاده میکنه  و برای کارهای گرافیک سنگین از geforce استفاده میکنه  که قابل تنظیم هست البته  محل قرارگیری اسپیکرها زیر لپتاپه که یه مقدار کیفیت صدا رو میاره پایین و گنگ میشه  صدای فن لپتاپ هم زیاد هست به نسبت  تو محیط های ساکت کاملا احساس میشه  وسط های کیبورد هم  مثل اکثر لپ تاپ ها  زیاد صلب نیست و با فشردن کلید خم میشه  کیفیت FHD صفحه نمایش خیلی خوبه  زاویه دید هم زیاده و اصلا محدود نیست  باتریش هم در حد نرمال  حداقل 4 ساعت  جواب میده  داخل جعبه لپ تاپ  یک کوله پشتی و یک موس وایرلس هم هست   ,80,2
